,GTIN,Brand,Manufacturer,a,Primary Description,Regulated Product Name,No. & size (unit),Version,a,Retail,Listing,,My Rise,Overall,,Brandbank (Group),,Category,Sub-Cat.,Prod. Group,,Further Description,a,Features,Serve,a,Variental,ABV (%),Lower Age Limit,"Allergy, additive, and lifestyle advice",Safety Warnings,Packaging,Measurements (W/H/D),Ingredients,a,Portion Type,Energy in kcal,Energy in kJ,Protein,Carbs,Total Sugar,Fat,Sat Fat,Fibre,Sodium,Salt,Salt Equiv.,
,5000328338507,Walkers,0,a,Walkers Smoky Bacon Flavour Crisps 32.5g,Smoky Bacon Flavour Potato Crisps,,42485,a,0.5,0.57,,14%,24%,,Crisps & Snacks,,Food,Crisps,for me,,,a,"How to win one of 20,000 Holidays
26 Destinations to choose from!

1 Find your unique 12 digit code starting with 'WH' in the Best Before box
2 Register and enter code at www.walkers.co.uk/spellandgo to get a letter
3 Collect letters from packs to spell your preferred destination
4 Win and redeem a 7 night holiday for 4

Plus Instant prizes in winning packs. Over 250,000 to be won.

Terms and Conditions
Open to UK/CI/IOM/ROI residents, 18+. Exclusions apply. Open 10.04.16 - 31.07.16. Internet access required. Purchase necessary (except NI). Enter unique 12 digit code (within the best before box) at www.walkers.co.uk/spellandgo plus your details, to receive a letter. One letter per unique code, maximum 5 letters per person per day. Prizes: Holiday Prize: Collect letters and spell out a set destination (see website for list) to win a holiday to that destination. Prize includes flights from London or Dublin and accommodation only. Travel restrictions apply. Instant win Prizes: 250,000 prizes to be won including sunglasses, cameras, books and packets of crisps (see website for full prize list and terms). NI residents only can enter by sending SAE to Walkers Holiday, PO Box 704, Pinner, HA5 9PF. ROI: lottery licence granted by District Court of Dublin for Simon Community Charity, 1-2 Cope Street, Dublin 2.
Full T&Cs apply - see website.", ,a,,,0,"  Contains Milk
Contains Soya  ",0, - ,0 x 0 x 0,"Potatoes,Sunflower Oil (24%),Rapeseed Oil,Smoky Bacon Seasoning,Smoky Bacon Seasoning contains: Dried Milk Lactose, Salt, Sugar, Flavouring, Hydrolysed Soya Protein, Acids (Citric Acid, Malic Acid), Smoke Flavouring, Colours (Paprika Extract, Sulphite Ammonia Caramel), Dried Pork Shoulder",a,per 100 (ml/g),520,2169,6,53,4,31,3,4, -   ,1, -   ,
,5000328201801,Walkers,Walkers Snack Foods Ltd,a,Walkers Squares Cheese & Onion Snacks +25% 27.5g,Cheese & Onion Flavour Potato Snack.,27.5g,25/04/2016,a,0.5,0.57,,14%,24%,,Crisps & Snacks,,Food,Crisps,for me,,"Snacks with angles is where it's at, while the others sit in their packs, all round and smooth, Squares are unashamedly different. Because they are the only crisps that let you bite off the corners, or build little crisp houses, before munching and crunching. Bet you can't do that with those round ones!",a,"Contain no artificial colours

Suitable for vegetarians", ,a,,,, Contains: Milk  Free From: Artificial Colours ,, - ,0 x 0 x 0,"Potato Granules, Sunflower Oil, Potato Starch, Cheese & Onion Flavour [Lactose (from Milk), Dried Onion, Dried Cheese (from Milk), Flavour Enhancer (Monosodium Glutamate), Sugar, Glucose, Flavouring, Acidity Regulator (Calcium Lactate), Colour (Paprika Extract)], Maltodextrin, Salt, Potassium Chloride",a,per 100 (ml/g),1858,443,18,2,61,5,7,6, -   ,2, -   ,
,5000328475905,Walkers,Walkers Snack Foods Ltd,a,Walkers Squares Salt & Vinegar Snacks 27.5g,Salt & vinegar flavour potato snack.,27.5g,25/04/2016,a,0.5,0.57,,14%,24%,,Crisps & Snacks,,Food,Crisps,for me,,"Snacks with angles is where it's at, while the others sit in their packs, all round and smooth, Squares are unashamedly different. Because they are the only crisps that let you bite off the corners, or build little crisp houses, before munching and crunching. Bet you can't do that with those round ones!",a,"Contain no artificial colours

Suitable for vegetarians", ,a,,,,   Free From: Artificial Colours ,, - ,0 x 0 x 0,"Potato Granules, Sunflower Oil, Potato Starch, Salt & Vinegar Flavour [Flavouring, Acid (Citric Acid), Sugar, Flavour Enhancers (Monosodium Glutamate, Disodium Guanylate)], Maltodextrin, Salt, Potassium Chloride",a,per 100 (ml/g),1858,443,18,2,61,4,7,6, -   ,2, -   ,
,5000328178004,Walkers,Walkers Snack Foods Ltd.,a,Walkers Worcester Sauce Crisps Grab Bag 60g,Worcester Sauce Flavour Potato Crisps,60g,26/04/2016,a,0.89,1,,12%,22%,,Crisps & Snacks,,Food,Crisps,for me,,"Cooked with Sunseed Oil, naturally lower in saturates**
**Over 75% lower in saturates than traditional cooking oils",a,"Grab bag, great to share

100% Great British potatoes

Cooked with Sunseed Oil, naturally lower in saturates

No artificial colours or preservatives

No MSG

Suitable for vegetarians", ,a,,,," Contains: Barley, Wheat  Free From: MSG (Glutamate), Artificial Colours, Artificial Preservatives ",, - ,0 x 0 x 0,"Potatoes, Sunflower Oil (24%), Rapeseed Oil, Worcester Sauce Seasoning, Worcester Sauce Seasoning contains: Wheat, Breadcrumbs, Flavouring, Salt, Sugar, Barley Malt Vinegar, Acid (Citric Acid), Dried Onion, Dried Garlic, Fructose, Cardamom, Ground Black Pepper, Ginger, Clove, Cocoa Powder, Colour (Paprika Extract)",a,per 100 (ml/g),2152,516,31,3,52,1,6,4, -   ,1, -   ,
,5000328590929,Walkers,Walkers Snack Foods Ltd,a,Walkers Wotsits Really Cheesy Snacks 22.5g,Really Cheesy Flavour Corn Puffs.,22.5g,26/04/2016,a,0.5,0.57,,14%,24%,,Crisps & Snacks,,Food,Crisps,for me,,"Are you a cruncher or a melter?
Do you like to nibble each Wotsit?
Or let it gently dissolve in your mouth? Or maybe you like living life on the edge... start off with melting, and then take a Bite and however you snaffle a Wotsit, it's always deliciously tasty.

Wotsits are meltingly tasty, it just so happens that they are 123 calories per bag.

Wotsits Cheese also contain...
No artificial colours - it's the paprika that makes them orange and they are made with real cheese.",a,Suitable for vegetarians, ,a,,,, Contains: Milk  Free From: Artificial Colours ,, - ,0 x 0 x 0,"Maize, Rapeseed Oil, Cheese Flavour [Dried Cheese (from Milk) (7%), Milk Lactose, Flavour Enhancer (Disodium 5'-Ribonucleotide), Acid (Lactic Acid), Colours (Paprika Extract, Annatto), Natural Flavourings, Salt, Potassium Chloride]",a,per 100 (ml/g),2277,546,33,4,56,7,6,1, -   ,2, -   ,
,5000328360751,Wotsits,Walkers Snack Foods Ltd,a,Walkers Wotsits Really Cheesy Snacks 63g,Really Cheesy Flavour Corn Puffs,63g,26/04/2016,a,1,1.09,,9%,19%,,Crisps & Snacks,,Food,Crisps,for me,,"Are you a cruncher or a melter?
Do you like to nibble each Wotsit?
Or let it gently dissolve in your mouth? Or maybe you like living life on the edge... start off with melting, and then take a Bite and however you snaffle a Wotsit, it's always deliciously tasty.

Wotsits Cheese also contain...
No artificial colours - it's the paprika that makes them orange and they are made with real cheese.",a,"Wotsits Cheese also contain... no artificial colours

Suitable for vegetarians", ,a,,,, Contains: Milk  Free From: Artificial Colours ,, - ,0 x 0 x 0,"Maize, Rapeseed Oil, Cheese Flavour [Dried Cheese (from Milk) (7%), Milk Lactose, Flavour Enhancer (Disodium 5'-Ribonucleotide), Acid (Lactic Acid), Colours (Paprika Extract, Annatto), Natural Flavourings, Salt, Potassium Chloride]",a,per 100 (ml/g),2277,546,33,4,56,7,6,1, -   ,2, -   ,
,5011166052753,Whitley Neill,Halewood International Ltd,a,Whitley Neill Handcrafted Dry Gin 70cl,Handcrafted Dry Gin,70cl,16/05/2016,a,23,24.99,,9%,19%,,Sprits & Liqueurs,,Alcohol,Spirits,Gin,,"A handcrafted gin of exceptional quality, inspired by the captivating flavours of Africa. Fresh citrus Baobab fruit and aromatic Cape Gooseberries skilfully blended with 7 Traditional Botanicals in an Antique Copper Still to produce a gin with True African Spirit.",a,"San Francisco World Spirits Competition - 2014 Gold Medal

Small batch", ,a,,43%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,225 x 89 x 89,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000431022003,Windsor Blue,,a,Windsor Blue KS Smooth 18,,,01/01/2016,a,6.89,7.59,,10%,20%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000433003673,Windsor Blue,,a,Windsor Blue Superkings 10,,,01/01/2016,a,3.89,4.19,,8%,18%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000431022065,Windsor Blue,,a,Windsor Blue Superkings 18,,,01/01/2016,a,6.89,7.59,,10%,20%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000433013269,Windsor Blue,,a,Windsor Blue Superkings Menthol 10,,,01/01/2016,a,3.89,4.19,,8%,18%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000431022270,Windsor Blue,,a,Windsor Blue Superkings Menthol 18,,,01/01/2016,a,6.89,7.59,,10%,20%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5000431022195,Windsor Blue,,a,Windsor Blue Superkings Smooth 18,,,01/01/2016,a,6.89,7.59,,10%,20%,,Cigarettes & Lighters,,Other,Tobacco,Packets,,,a,, ,a,,,Statutory 18 Years,    ,"Smoking kills, and will harm you and others around you. It's highly addictive, and it's better not to start. Smoking may reduce blood flow, and causes impotence. The risk of Coronary Heart Disease is reduced by 50% 1 year after stopping. Stopping also reduces the risk of fatal heart and lung diseases.", - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9300770043605,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Eaglehawk Chardonnay 75cl,Chardonnay - White Australian Wine,75cl e,25/03/2015,a,8,8.75,,9%,19%,,White Wine,,Alcohol,Wine,White,,The flavours of peach and melon  combined with a hint of supporting oak.,a,,Ideal partner to chicken and pasta dishes.Ideal partner to chicken and pasta dishes.,a,White - Chardonnay - <Not Relevant> - Wine of Australia,13%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9300770044886,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Eaglehawk Shiraz 75cl,Shiraz - Red Australian Wine,75cl e,23/03/2015,a,8,8.75,,9%,19%,,Red Wine,,Alcohol,Wine,Red,,Its attractive cherry and spice aromas to rich berry flavours and soft velvety tannins.,a,Wine of South Eastern Australia,This is a wine that would be perfectly suited to roast beef or lamb shanks.This is a wine that would be perfectly suited to roast beef or lamb shanks.,a,Red - Shiraz/Syrah - <Not Relevant> - Wine of Australia,13.5%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088031151,Wolf Blass,Fosters EMEA,a,Wolf Blass Gold Label Barossa Valley Shiraz 750ml,Shiraz - Red Australian Wine,750ml,23/03/2015,a,15,16.25,,8%,18%,,Red Wine,,Alcohol,Wine,Red,,"Lifted aromas of blueberries, blackberries and dark plums overlain with lifted anise and smoky oak. Full, round and soft, this wine shows excellent depth across the palate, balanced with good acidity and fine, long tannins.",a,,Slow roasted lamb shanks with tomato relish and creamy pepper mashed potatoes. ,a,Shiraz,14.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088031113,Wolf Blass,Foster's Emea Limited,a,Wolf Blass Gold Label Chardonnay 750ml,Chardonnay - White Australia Wine,750ml,23/03/2015,a,15,16.25,,8%,18%,,White Wine,,Alcohol,Wine,White,,"Pale straw with white gold and a green rim. Rich with aromas of grapefruit and white peach with a subtle nutty oak influence. Full yet elegant with varietal chardonnay flavours and complex creamy texture with a fine refreshing acid line that give it a long and delicate finish.The Vines
Fruit form selected vineyards within the Adelaide Hills were chosen for this blend.
The Method
Following fermentation in seasoned and new oak barrels, a portion of the wine underwent malolatic fermentation and lees stirring to build richness, complexity and mouthfeel.
The Result
Distinct aromas of lemon butter and white peach with long elegant flavours on the palate. With careful cellaring this wine can be enjoyed for more than 5 years.",a,Wine of Australia, ,a,"Chardonnay, Chardonnay",13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,297 x 86 x 86,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088031175,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Gold Label Coonawarra Cabernet Sauvignon 750ml,Cabernet Sauvignon - Red Australian Wine,750ml,19/03/2015,a,15,16.25,,8%,18%,,Red Wine,,Alcohol,Wine,Red,,"Medium to full-bodied with rich varietal fruit flavours of blackberry, blackcurrant and mocha, marrying perfectly with fine-grained fruit tannins. Balanced acidity, gentle oak and regional notes of warm, dusty, clay earth complete and complex on the palate, which finishes seamlessly with elegance, length and a lingering silky texture.The 2012 Gold Label Cabernet Sauvignon was sourced from low yielding Coonawarra vineyards, famous for their rich, red Terra Rossa soils and wines of depth, complexity and true varietal character.

A softly textured and elegant wine displaying aromas of lifted chocolate, mint, blackcurrants and mulberry supported by subtle cedary oak. The palate is rich in Cabernet flavours, with balanced acidity and gentle oak. After completing fermentation, the wine was matured for 18 months in seasoned and new French oak. This wine will continue to develop further complexity with careful cellaring.",a,"Wine of Coonawarra, Australia",Great with Burgers with wild rocket and mustard or slow roasted shoulder of lamb with fresh mint sauce and baby beetroot. ,a,Grape option/varieties (please only give grape varieties not percentages): Cabernet Sauvignon,14%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088031908,Wolf Blass,Foster's Emea Limited,a,Wolf Blass Gold Label Riesling 750ml,Riesling - White Australian Wine,750ml,23/03/2015,a,15,16.25,,8%,18%,,White Wine,,Alcohol,Wine,White,,"The wine is pale in colour with a vibrant green hue. The nose shows characters of lemon and lime with a bouquet of orange blossom.  The palate is soft and round showing generous citrus fruits with a lovely mineral chalky acid structure. The wine finishes crisp and clean, with remarkable length on the finish.Eden Valley - Clare Valley Riesling 2010

The Eden Valley and Clare Valley's warm days and cool nights are ideal to produce Riesling with delicate fruit characters. Floral aromatics with crisp lime and lemon flavours abound on release. With careful cellaring these wonderful fresh, floral aromatics develop into attractive develop into attractive toasty, lemon butter flavours.

The Vines
Eden Valley and Clare Valley are renowned for producing Rieslings with delicate fruit and floral aromatics. Both regions enjoy warm summer days and cool evenings - perfect ripening conditions that allow the fruit to retain excellent natural acidity.

The Method
The wine was cold settled in stainless steel tanks and fermentation was carefully controlled to ensure the Riesling fruit characters in the vineyard were captured in the bottle.

The Result
A balanced wine with clean acidity and flavours of orange blossom, lemon and lime.",a,"Wine of Eden Valley and Clare Valley, Australia", ,a,Riesling,12.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,331 x 76 x 76,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088085529,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Red Label Chardonnay Semillon 750ml,Chardonnay Semillon - White Australian Wine,750ml,10/07/2015,a,8,8.75,,9%,19%,,White Wine,,Alcohol,Wine,White,,"Chardonnay and Semillon combine to create a wine with fresh citrus and peach characters, a seamless palate and a crisp finishSmooth white wine blends from premium South Eastern Australian vineyards.

Chardonnay and Semillon combine to create a wine with fresh citrus and peach characters, a seamless palate and a crisp finish. Best enjoyed young and fresh with chicken, seafood, French and Asian cuisines.
Wolf Blass AM - Founder",a,"Wine of South Eastern Australia

James Halliday's - Wine Companion 2013 - top 5 star winery","Best enjoyed young and fresh with chicken, seafood, French and Asian cuisines ",a,,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,301 x 81 x 81,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088451898,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Red Label Shiraz-Cabernet 750ml,Shiraz-Cabernet - Red Australian Wine,75cl,25/03/2015,a,8,8.75,,9%,19%,,Red Wine,,Alcohol,Wine,Red,,"This wonderfully drinkable deep red wine boasts an appealing bouquet of red berry fruits, peppery spice and mint.",a,, ,a,"Shiraz/Syrah, Cabernet Sauvignon",13.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088001222,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Silver Label Chardonnay 750ml,Chardonnay - White Australian Wine,750ml,05/10/2015,a,8,8.75,,9%,19%,,White Wine,,Alcohol,Wine,White,,"Vibrant grapefruit and citrus aromas with subtle notes of flint and nutty oak. Zesty citrus and grapefruit flavours are supported by subtle layers of oak. The palate shows fine minerality and a crisp, refreshing finishPremium parcels of fruit were sourced from the cooler regions of South Australia. The Silver Label Chardonnay displays attractive characteristics of vibrant grapefruit and citrus with subtle notes of flint and nutty oak. The palate shows fine minerality and a crisp refreshing finish.

Distinctive regions, modern varietals and a history of excellence in winemaking; Wolf Blass presents Silver Label, a range of regional creations.
Wolfgang Blass AM - Founder",a,Wine of South Australia,Great with pumplin ravioli with burnt butter and sage or poached salmon with Hollandaise sauce,a,White - Chardonnay -  - Wine of Australia,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088003981,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Silver Label Chardonnay 750ml,Chardonnay - White Australian Wine,750ml,05/10/2015,a,9.5,10.75,,13%,23%,,White Wine,,Alcohol,Wine,White,,"Chardonnay with good natural acidity and fresh flavours was harvested in the cool of the night to retain delicacy. After gentle pressing the juice was cold settled then racked for fermentation with French oak. The wine was kept on lees for six months to help build natural structure and mouthfeel. Vibrant grapefruit and citrus aromas with subtle notes of flint and nutty oak. Zesty citrus and grapefruit flavours are supported by subtle layers of oak. The palate shows fine minerality and a crisp, refreshing finish.Premium parcels of fruit were sourced from the cooler regions of Eden Valley and Adelaide Hills. The Silver Label Chardonnay displays attractive characteristics of vibrant grapefruit and citrus with subtle notes of flint and nutty oak. The palate shows fine minerality and a crisp refreshing finish.
Wolfgang Blass AM - Founder

Distinctive regions, modern varietals and a history of excellence in winemaking; Wolf Blass presents Silver Label, a range of regional creations.",a,Wine of Australia,Best enjoyed chilled ,a,Chardonnay,12.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088001239,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Silver Label Shiraz Cabernet 750ml,Shiraz Cabernet - Red South Australian Wine,750ml,07/10/2015,a,9.5,10.75,,13%,23%,,Red Wine,,Alcohol,Wine,Red,,"Fresh plum and dark berry fruits are complemented with spicy, savoury oak, finishing with finely textured tannins.",a,Wine of Australia, ,a,"Shiraz/Syrah, Cabernet Sauvignon",14.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088004001,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Silver Label Shiraz Cabernet Malbec 750ml,Shiraz Cabernet Malbec - Red Australian Wine,750ml,05/10/2015,a,9.5,10.75,,13%,23%,,Red Wine,,Alcohol,Wine,Red,,"Dark berry fruits with a subtle oak spice note. Rich dark fruits on the palate are complemented by well-integrated savoury oak notes and velvety tannins, giving a luxurious mouthfeel.Sourced from premium Langhorne Creek and McLaren Vale vineyards, the Silver Label Shiraz Cabernet Malbec displays ripe blueberry and plum aromas with excellent fruit intensity and gently spices vanillin oak. A well balanced wine with a soft, fleshly finish.
Wolfgang Blass AM - Founder

Distinctive regions, modern varietals and a history of excellence in winemaking; Wolf Blass presents Silver Label, a contemporary expressions of classic wines.",a,Wine of Australia,"Great with prosciutto, feta and roast capsicum pizza or spaghetti with wild mushrooms and thyme ",a,Shiraz/Cabernet Sauvignon/Malbec,14.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088004735,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Yellow Label Cabernet Sauvignon 187ml,Cabinet Sauvignon -  Red Australian Wine,18.7cl,29/07/2015,a,2.3,2.49,,8%,18%,,Red Wine,,Alcohol,Wine,Small formats,,"A medium bodied wine with fleshy blackcurrant and dark berry fruit, hints of leafiness and supporting mocha-and-spice oak.",a,Wine of South Australia, ,a,Cabernet Sauvignon,13.5%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Packing - Recyclable - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088201851,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Yellow Label Chardonnay 187ml,Chardonnay - White Australian Wine,18.7cl,29/07/2015,a,2.3,2.49,,8%,18%,,White Wine,,Alcohol,Wine,Small formats,,"The palate is medium-bodied with a soft, creamy texture and a lingering finish",a,Wine of South Australia, ,a,Chardonnay,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Packing - Recyclable - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088201905,Wolf Blass,Treasury Wine Estates Emea Limited,a,Wolf Blass Yellow Label Chardonnay 750ml,Chardonnay - White Australian Wine,750ml,22/04/2016,a,8,8.75,,9%,19%,,White Wine,,Alcohol,Wine,White,,"Classic aromas of peach, melon and stonefruits follow through to a palate with a soft, creamy texture and subtle, integrated oak.A full flavoured Chardonnay from selected vineyards in South Australia, the heartland of Wolf Blass. Classic aromas of peach, melon and stonefruits follow through to a palate with a soft, creamy texture and subtle, integrated oak.
Wolfgang Blass AM - Founder.",a,"Wine of South Australia

James Halliday's - Wine Companion 2013 - Top 5 Star Winery", ,a,Chardonnay,13%,Statutory 18 Years, Contains: Sulphur Dioxide/Sulphites   ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,300 x 78 x 78,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088606069,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Yellow Label Shiraz,,,11/06/2009,a,8,8.75,,9%,19%,,Red Wine,,Alcohol,Wine,Luxury,,,a,, ,a,,,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088451607,Wolf Blass,Treasury Wine Estates EMEA Limited,a,Wolf Blass Yellow Label Shiraz,,,02/10/2014,a,8,8.75,,9%,19%,,Red Wine,,Alcohol,Wine,Red,,,a,,,a, -  -  - ,,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - , x  x ,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,9312088000508,Wolf Blass,,a,Wolf Blass Yellow Label Sparkling Pinot Chardonnay 750ml,,750ml,19/06/2014,a,8,8.75,,9%,19%,,White Wine,,Alcohol,Wine,Sparkling,,"This sparkling wine is light to medium straw in colour with a hint of green. Complex aromas of fresh fruit and creamy yeast are perfectly balanced on the nose, with a fine palate of apple Chardonnay flavours and strawberry Pinot Noir characters.",a,,Chilled. ,a,,11%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk., - ,0 x 0 x 0,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
,5024576040005,Wray & Nephew,,a,Wray & Nephew White Overproof Rum 20cl,,20cl,10/10/2011,a,9.99,10.49,,5%,15%,,Sprits & Liqueurs,,Alcohol,Spirits,Cognac & Rum,,White overproof rum,a,Guaranteed full strength,Enjoy in moderation Enjoy in moderation.,a,,63%,Statutory 18 Years,    ,Do not exceed maximum daily & weekly recommended units. For help visit www.drinkaware.co.uk.,Pack - Glass - ,182 x 77 x 36,,a,per 100 (ml/g), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,
